temperature,rainfall,humidity,yeild_apples
88.00,68.00,63.00,98.20
36.00,98.00,24.00,74.20
75.00,72.00,32.00,77.70
61.00,52.00,21.00,56.90
96.00,33.00,99.00,104.70
66.00,71.00,53.00,87.10
94.00,66.00,67.00,101.40
98.00,83.00,76.00,116.50
80.00,44.00,44.00,72.40
89.00,32.00,52.00,73.90
54.00,43.00,32.00,56.90
38.00,60.00,68.00,82.20
57.00,22.00,81.00,76.70
56.00,81.00,39.00,80.70
58.00,58.00,21.00,59.00
26.00,43.00,58.00,64.10
100.00,75.00,52.00,98.70
36.00,43.00,37.00,54.50
85.00,78.00,81.00,113.10
30.00,29.00,91.00,78.10
46.00,95.00,30.00,79.30
45.00,67.00,34.00,67.40
52.00,87.00,47.00,87.30
25.00,96.00,65.00,94.50
30.00,29.00,65.00,62.50
36.00,39.00,57.00,64.50
21.00,39.00,21.00,38.40
84.00,38.00,66.00,83.80
76.00,92.00,75.00,113.80
100.00,42.00,20.00,63.00
96.00,87.00,71.00,114.90
96.00,99.00,69.00,119.70
25.00,25.00,67.00,60.20
74.00,71.00,60.00,93.70
90.00,81.00,28.00,84.30
40.00,29.00,91.00,81.10
66.00,47.00,78.00,90.10
59.00,27.00,78.00,78.00
50.00,61.00,68.00,86.30
79.00,68.00,47.00,85.90
28.00,43.00,66.00,69.50
100.00,25.00,72.00,85.70
71.00,50.00,29.00,63.70
92.00,55.00,83.00,104.90
24.00,44.00,63.00,67.00
61.00,88.00,75.00,107.30
95.00,68.00,89.00,115.90
49.00,56.00,79.00,90.10
42.00,94.00,34.00,80.00
58.00,76.00,56.00,89.00
96.00,31.00,61.00,80.90
100.00,80.00,43.00,95.80
38.00,53.00,57.00,72.10
87.00,93.00,38.00,95.40
71.00,97.00,89.00,123.20
39.00,48.00,91.00,90.30
58.00,85.00,78.00,106.70
49.00,86.00,32.00,76.90
97.00,99.00,73.00,122.40
51.00,60.00,52.00,76.50
69.00,93.00,64.00,105.60
58.00,90.00,76.00,108.00
21.00,52.00,31.00,50.90
49.00,75.00,41.00,76.80
78.00,65.00,98.00,114.70
66.00,64.00,95.00,108.80
80.00,32.00,85.00,91.00
48.00,96.00,80.00,110.40
84.00,81.00,97.00,123.90
82.00,98.00,52.00,104.80
73.00,93.00,30.00,86.40
35.00,99.00,96.00,117.60
100.00,48.00,35.00,75.00
91.00,64.00,45.00,86.30
27.00,52.00,71.00,76.70
43.00,75.00,82.00,99.60
37.00,34.00,96.00,85.70
81.00,25.00,82.00,86.00
57.00,84.00,65.00,98.10
64.00,34.00,100.00,96.20
56.00,66.00,38.00,72.60
56.00,76.00,25.00,69.80
43.00,25.00,56.00,59.00
77.00,95.00,34.00,91.00
33.00,74.00,70.00,88.90
96.00,32.00,99.00,104.20
80.00,77.00,43.00,88.30
61.00,53.00,65.00,83.80
41.00,20.00,67.00,62.50
64.00,55.00,62.00,83.90
64.00,98.00,52.00,99.40
39.00,79.00,36.00,72.80
63.00,72.00,24.00,69.30
90.00,91.00,89.00,125.90
42.00,24.00,85.00,75.60
33.00,82.00,42.00,76.10
82.00,65.00,82.00,106.30
41.00,53.00,72.00,82.00
26.00,29.00,31.00,40.90
85.00,50.00,91.00,105.10
28.00,35.00,88.00,78.70
90.00,57.00,26.00,71.10
76.00,34.00,25.00,54.80
71.00,78.00,55.00,93.30
29.00,97.00,88.00,110.00
20.00,68.00,28.00,56.80
98.00,78.00,83.00,118.20
69.00,62.00,55.00,84.70
24.00,93.00,47.00,81.90
96.00,34.00,28.00,62.60
78.00,57.00,74.00,96.30
90.00,42.00,52.00,79.20
52.00,93.00,49.00,91.50
54.00,86.00,29.00,76.60
21.00,56.00,85.00,85.30
65.00,79.00,26.00,74.60
62.00,29.00,89.00,86.50
69.00,68.00,54.00,87.10
56.00,94.00,23.00,77.60
34.00,36.00,76.00,73.80
33.00,39.00,62.00,66.60
66.00,29.00,89.00,87.70
87.00,63.00,30.00,75.60
71.00,24.00,100.00,93.30
46.00,35.00,99.00,90.70
37.00,49.00,90.00,89.60
44.00,41.00,78.00,80.50
40.00,49.00,87.00,88.70
59.00,75.00,93.00,111.00
50.00,62.00,75.00,91.00
83.00,96.00,21.00,85.50
23.00,91.00,31.00,71.00
90.00,39.00,82.00,95.70
39.00,44.00,73.00,77.50
41.00,65.00,84.00,95.20
87.00,72.00,36.00,83.70
29.00,47.00,95.00,89.20
45.00,57.00,26.00,57.60
45.00,24.00,94.00,81.90
95.00,92.00,86.00,126.10
93.00,49.00,21.00,65.00
56.00,62.00,26.00,63.40
50.00,66.00,88.00,100.80
28.00,61.00,34.00,59.30
28.00,90.00,65.00,92.40
53.00,79.00,25.00,70.40
21.00,75.00,76.00,89.40
55.00,67.00,96.00,107.60
84.00,35.00,44.00,69.10
59.00,71.00,99.00,112.60
30.00,88.00,80.00,101.00
52.00,22.00,40.00,50.60
47.00,52.00,82.00,89.30
52.00,37.00,36.00,55.70
55.00,66.00,40.00,73.50
77.00,47.00,22.00,59.80
64.00,35.00,70.00,78.70
28.00,51.00,60.00,69.90
49.00,46.00,79.00,85.10
88.00,24.00,89.00,91.80
29.00,24.00,70.00,62.70
60.00,63.00,48.00,78.30
49.00,23.00,86.00,77.80
60.00,80.00,36.00,79.60
35.00,73.00,88.00,99.80
76.00,37.00,32.00,60.50
20.00,67.00,64.00,77.90
34.00,52.00,47.00,64.40
59.00,99.00,49.00,96.60
37.00,39.00,73.00,74.40
72.00,76.00,70.00,101.60
99.00,67.00,43.00,89.00
86.00,34.00,77.00,89.00
31.00,45.00,69.00,73.20
72.00,75.00,93.00,114.90
63.00,34.00,98.00,94.70
44.00,92.00,55.00,92.20
28.00,95.00,65.00,94.90
48.00,70.00,77.00,95.60
52.00,38.00,53.00,66.40
39.00,32.00,93.00,83.50
94.00,64.00,50.00,90.20
86.00,34.00,25.00,57.80
68.00,67.00,57.00,88.10
74.00,36.00,22.00,53.40
44.00,88.00,41.00,81.80
45.00,90.00,84.00,108.90
91.00,50.00,70.00,94.30
90.00,92.00,76.00,118.60
50.00,75.00,52.00,83.70
71.00,71.00,82.00,106.00
95.00,38.00,73.00,91.30
86.00,73.00,22.00,75.50
98.00,48.00,36.00,75.00
97.00,74.00,25.00,81.10
29.00,39.00,23.00,42.00
41.00,28.00,95.00,83.30
25.00,93.00,73.00,97.80
45.00,42.00,60.00,70.50
76.00,42.00,65.00,82.80
53.00,38.00,47.00,63.10
58.00,61.00,84.00,98.30
33.00,87.00,31.00,72.00
78.00,50.00,84.00,98.80
84.00,77.00,20.00,75.70
90.00,73.00,57.00,97.70
54.00,56.00,60.00,80.20
46.00,51.00,91.00,93.90
51.00,28.00,77.00,75.50
80.00,73.00,76.00,106.10
82.00,23.00,62.00,73.30
27.00,48.00,84.00,82.50
68.00,69.00,51.00,85.50
60.00,58.00,34.00,67.40
50.00,25.00,36.00,49.10
78.00,58.00,94.00,108.80
79.00,53.00,47.00,78.40
55.00,86.00,91.00,114.10
86.00,75.00,69.00,104.70
27.00,38.00,60.00,63.10
39.00,63.00,69.00,84.60
65.00,76.00,31.00,76.10
20.00,58.00,25.00,50.00
66.00,48.00,48.00,72.60
60.00,39.00,46.00,65.10
69.00,24.00,62.00,69.90
58.00,55.00,22.00,58.10
45.00,45.00,52.00,67.20
49.00,66.00,52.00,78.90
81.00,67.00,38.00,80.60
40.00,78.00,81.00,99.60
61.00,58.00,35.00,68.30
44.00,79.00,99.00,112.10
62.00,94.00,26.00,81.20
55.00,23.00,54.00,60.40
40.00,91.00,85.00,108.50
84.00,44.00,53.00,79.00
45.00,65.00,22.00,59.20
52.00,60.00,73.00,89.40
57.00,48.00,88.00,93.90
84.00,85.00,25.00,82.70
75.00,79.00,38.00,84.80
98.00,52.00,63.00,93.20
28.00,96.00,81.00,105.00
86.00,86.00,49.00,98.20
33.00,47.00,68.00,74.20
28.00,56.00,44.00,62.80
88.00,38.00,53.00,77.20
34.00,30.00,68.00,66.00
85.00,47.00,30.00,67.00
93.00,96.00,92.00,131.10
43.00,79.00,38.00,75.20
74.00,29.00,59.00,72.10
90.00,23.00,64.00,76.90
50.00,80.00,61.00,91.60
37.00,42.00,91.00,86.70
99.00,45.00,62.00,89.40
91.00,65.00,98.00,118.60
83.00,88.00,36.00,90.50
100.00,58.00,48.00,87.80
71.00,49.00,68.00,86.60
23.00,61.00,98.00,96.20
48.00,77.00,28.00,69.70
39.00,26.00,86.00,76.30
21.00,55.00,81.00,82.40
53.00,41.00,37.00,58.60
71.00,99.00,57.00,105.00
33.00,51.00,66.00,75.00
43.00,72.00,94.00,105.30
24.00,67.00,33.00,60.50
55.00,81.00,95.00,114.00
42.00,99.00,93.00,117.90
95.00,54.00,23.00,69.30
58.00,46.00,69.00,81.80
46.00,28.00,31.00,46.40
51.00,68.00,52.00,80.50
38.00,38.00,41.00,55.00
85.00,67.00,87.00,111.20
47.00,98.00,22.00,76.30
86.00,87.00,64.00,107.70
51.00,56.00,89.00,96.70
48.00,62.00,36.00,67.00
95.00,39.00,33.00,67.80
73.00,90.00,39.00,90.30
28.00,95.00,87.00,108.10
33.00,60.00,95.00,96.90
54.00,44.00,48.00,67.00
95.00,87.00,69.00,113.40
69.00,49.00,74.00,89.60
54.00,31.00,81.00,80.30
76.00,76.00,54.00,93.20
63.00,41.00,70.00,81.40
47.00,64.00,68.00,86.90
59.00,87.00,71.00,103.80
25.00,45.00,26.00,45.60
29.00,73.00,97.00,103.40
55.00,89.00,43.00,86.80
100.00,62.00,79.00,108.40
29.00,60.00,63.00,76.50
29.00,71.00,98.00,103.00
54.00,78.00,74.00,99.60
57.00,21.00,60.00,63.60
71.00,64.00,83.00,103.10
41.00,82.00,28.00,70.10
68.00,28.00,44.00,60.80
55.00,55.00,76.00,89.60
66.00,72.00,55.00,88.80
91.00,88.00,40.00,95.30
82.00,31.00,28.00,56.90
57.00,66.00,23.00,63.90
40.00,87.00,53.00,87.30
81.00,27.00,93.00,93.60
28.00,79.00,22.00,61.10
32.00,36.00,46.00,55.20
55.00,75.00,93.00,109.80
73.00,23.00,48.00,62.20
97.00,78.00,92.00,123.30
48.00,49.00,42.00,64.10
21.00,99.00,95.00,112.80
73.00,29.00,90.00,90.40
57.00,59.00,38.00,69.40
36.00,65.00,95.00,100.30
32.00,64.00,46.00,69.20
95.00,69.00,98.00,121.80
82.00,82.00,98.00,124.40
55.00,26.00,90.00,83.50
57.00,68.00,26.00,66.70
44.00,78.00,36.00,73.80
46.00,86.00,76.00,102.40
92.00,40.00,82.00,96.80
23.00,54.00,92.00,89.10
40.00,73.00,83.00,98.30
81.00,96.00,95.00,129.30
42.00,34.00,91.00,84.20
80.00,56.00,56.00,85.60
97.00,60.00,38.00,81.90
21.00,64.00,95.00,95.30
77.00,87.00,37.00,88.80
63.00,58.00,46.00,75.50
40.00,64.00,83.00,93.80
80.00,53.00,25.00,65.50
43.00,43.00,58.00,69.20
96.00,67.00,46.00,89.90
73.00,50.00,71.00,89.50
88.00,68.00,78.00,107.20
41.00,46.00,75.00,80.30
55.00,29.00,22.00,44.20
92.00,47.00,56.00,84.70
61.00,26.00,62.00,68.50
60.00,55.00,79.00,92.90
64.00,34.00,66.00,75.80
59.00,79.00,31.00,75.80
82.00,43.00,44.00,72.50
99.00,42.00,73.00,94.50
46.00,97.00,95.00,119.30
71.00,73.00,87.00,110.00
89.00,87.00,79.00,117.60
58.00,69.00,72.00,95.10
35.00,82.00,37.00,73.70
71.00,49.00,87.00,98.00
26.00,92.00,82.00,103.00
93.00,33.00,45.00,71.40
77.00,62.00,96.00,111.70
52.00,98.00,51.00,95.20
61.00,62.00,98.00,108.10
80.00,42.00,76.00,90.60
24.00,90.00,57.00,86.40
73.00,89.00,62.00,103.60
68.00,21.00,87.00,83.10
62.00,72.00,76.00,100.20
52.00,61.00,61.00,82.70
80.00,91.00,38.00,92.30
96.00,100.00,51.00,109.40
83.00,81.00,62.00,102.60
73.00,31.00,27.00,53.60
74.00,26.00,71.00,77.80
44.00,37.00,79.00,79.10
25.00,72.00,90.00,97.50
20.00,86.00,64.00,87.40
58.00,47.00,41.00,65.50
58.00,49.00,100.00,101.90
24.00,82.00,93.00,104.00
81.00,23.00,97.00,94.00
49.00,56.00,38.00,65.50
89.00,99.00,22.00,89.40
34.00,57.00,82.00,87.90
28.00,60.00,61.00,75.00
92.00,68.00,64.00,100.00
60.00,70.00,71.00,95.60
80.00,92.00,35.00,91.00
72.00,37.00,93.00,95.90
38.00,95.00,91.00,113.50
41.00,74.00,82.00,98.50
30.00,27.00,62.00,59.70
65.00,65.00,97.00,110.20
57.00,40.00,39.00,60.50
95.00,49.00,87.00,105.20
36.00,61.00,75.00,86.30
62.00,88.00,29.00,80.00
73.00,84.00,61.00,100.50
83.00,51.00,41.00,75.00
87.00,97.00,43.00,100.40
50.00,76.00,38.00,75.80
49.00,52.00,27.00,56.90
56.00,63.00,64.00,86.70
38.00,94.00,49.00,87.80
60.00,31.00,88.00,86.30
92.00,22.00,82.00,87.80
40.00,43.00,62.00,70.70
30.00,21.00,38.00,42.30
56.00,44.00,83.00,88.60
76.00,56.00,74.00,95.20
63.00,58.00,34.00,68.30
37.00,82.00,88.00,104.90
77.00,71.00,55.00,91.60
99.00,29.00,61.00,80.80
89.00,23.00,76.00,83.80
29.00,33.00,30.00,43.20
83.00,71.00,80.00,108.40
20.00,46.00,42.00,54.20
54.00,20.00,58.00,61.00
69.00,35.00,27.00,54.40
40.00,98.00,79.00,108.40
50.00,73.00,97.00,109.70
76.00,47.00,43.00,72.10
23.00,37.00,53.00,57.20
24.00,86.00,23.00,64.00
28.00,85.00,75.00,95.90
79.00,54.00,69.00,92.10
43.00,82.00,30.00,71.90
22.00,50.00,45.00,58.60
63.00,23.00,77.00,76.60
64.00,23.00,22.00,43.90
63.00,93.00,33.00,85.20
85.00,84.00,96.00,125.10
29.00,39.00,48.00,57.00
68.00,34.00,27.00,53.60
44.00,74.00,63.00,88.00
72.00,69.00,37.00,78.30
24.00,67.00,84.00,91.10
93.00,74.00,45.00,91.90
33.00,94.00,56.00,90.50
29.00,87.00,87.00,104.40
76.00,42.00,74.00,88.20
42.00,27.00,43.00,51.90
50.00,95.00,75.00,107.50
49.00,69.00,74.00,93.60
99.00,100.00,77.00,125.90
72.00,96.00,54.00,102.00
35.00,100.00,88.00,113.30
73.00,51.00,71.00,90.00
71.00,59.00,50.00,80.80
56.00,77.00,20.00,67.30
61.00,74.00,40.00,79.30
76.00,72.00,66.00,98.40
64.00,58.00,79.00,95.60
28.00,78.00,98.00,106.20
87.00,36.00,71.00,86.70
81.00,71.00,72.00,103.00
48.00,26.00,35.00,48.40
76.00,42.00,86.00,95.40
57.00,51.00,72.00,85.80
53.00,77.00,73.00,98.20
38.00,81.00,32.00,71.10
70.00,54.00,32.00,67.20
56.00,38.00,68.00,76.60
39.00,58.00,59.00,76.10
64.00,54.00,83.00,96.00
45.00,87.00,55.00,90.00
21.00,43.00,36.00,49.40
53.00,60.00,32.00,65.10
74.00,86.00,38.00,88.00
90.00,29.00,38.00,64.30
100.00,24.00,47.00,70.20
40.00,74.00,70.00,91.00
41.00,62.00,96.00,100.90
80.00,42.00,97.00,103.20
49.00,46.00,50.00,67.70
92.00,68.00,98.00,120.40
29.00,84.00,29.00,68.10
24.00,81.00,63.00,85.50
87.00,99.00,94.00,132.00
72.00,98.00,47.00,98.80
52.00,81.00,65.00,95.10
89.00,80.00,88.00,119.50
36.00,100.00,73.00,104.60
47.00,98.00,97.00,121.30
79.00,77.00,29.00,79.60
27.00,57.00,69.00,78.00
64.00,93.00,81.00,114.30
86.00,58.00,63.00,92.60
37.00,75.00,57.00,82.80
85.00,86.00,25.00,83.50
62.00,37.00,98.00,95.90
87.00,37.00,27.00,60.80
23.00,69.00,78.00,88.20
96.00,62.00,23.00,73.60
27.00,44.00,100.00,90.10
33.00,78.00,68.00,89.70
81.00,51.00,97.00,108.00
92.00,22.00,98.00,97.40
54.00,89.00,81.00,109.30
34.00,95.00,96.00,115.30
28.00,35.00,78.00,72.70
23.00,70.00,24.00,56.30
77.00,52.00,76.00,94.70
42.00,30.00,81.00,76.20
37.00,49.00,71.00,78.20
80.00,27.00,100.00,97.50
50.00,43.00,74.00,80.90
96.00,77.00,22.00,80.50
80.00,55.00,76.00,97.10
37.00,35.00,45.00,55.60
46.00,62.00,31.00,63.40
74.00,86.00,32.00,84.40
88.00,27.00,93.00,95.70
42.00,24.00,20.00,36.60
90.00,84.00,44.00,95.40
51.00,91.00,96.00,118.40
35.00,23.00,58.00,56.80
75.00,85.00,37.00,87.20
31.00,35.00,95.00,83.80
96.00,93.00,81.00,123.90
71.00,48.00,74.00,89.70
61.00,30.00,67.00,73.50
52.00,74.00,41.00,77.20
55.00,24.00,64.00,66.90
54.00,74.00,40.00,77.20
95.00,79.00,43.00,93.80
75.00,83.00,24.00,78.40
75.00,23.00,23.00,47.80
88.00,46.00,99.00,108.80
75.00,64.00,66.00,94.10
96.00,59.00,52.00,89.50
93.00,66.00,92.00,116.10
81.00,96.00,40.00,96.30
100.00,75.00,82.00,116.70
25.00,56.00,69.00,76.90
33.00,41.00,48.00,59.20
42.00,43.00,69.00,75.50
34.00,40.00,83.00,80.00
89.00,42.00,35.00,68.70
44.00,63.00,90.00,98.70
21.00,76.00,40.00,68.30
96.00,78.00,26.00,83.40
68.00,79.00,70.00,101.90
90.00,88.00,70.00,113.00
85.00,100.00,42.00,100.70
23.00,37.00,47.00,53.60
99.00,98.00,82.00,127.90
49.00,36.00,72.00,75.90
62.00,90.00,39.00,87.00
52.00,49.00,71.00,82.70
54.00,43.00,86.00,89.30
98.00,86.00,64.00,110.80
52.00,30.00,98.00,89.40
61.00,45.00,31.00,59.40
84.00,55.00,94.00,109.10
60.00,80.00,100.00,118.00
93.00,77.00,56.00,100.00
49.00,50.00,30.00,57.70
96.00,62.00,43.00,85.60
60.00,32.00,62.00,71.20
29.00,70.00,82.00,92.90
64.00,54.00,29.00,63.60
64.00,31.00,68.00,75.50
87.00,49.00,83.00,100.40
85.00,22.00,34.00,56.90
20.00,81.00,30.00,64.50
86.00,69.00,32.00,79.50
85.00,92.00,98.00,130.30
40.00,32.00,79.00,75.40
99.00,32.00,37.00,67.90
24.00,100.00,92.00,112.40
33.00,82.00,20.00,62.90
64.00,60.00,90.00,103.20
81.00,63.00,63.00,93.60
71.00,99.00,40.00,94.80
80.00,20.00,23.00,47.80
74.00,25.00,84.00,85.10
82.00,60.00,71.00,97.20
42.00,37.00,100.00,91.10
84.00,90.00,52.00,101.40
74.00,57.00,97.00,108.90
74.00,59.00,22.00,64.90
55.00,87.00,53.00,91.80
32.00,78.00,23.00,62.40
83.00,62.00,94.00,112.30
95.00,94.00,100.00,135.50
23.00,65.00,49.00,68.80
50.00,60.00,22.00,58.20
55.00,48.00,48.00,69.30
45.00,44.00,74.00,79.90
35.00,70.00,97.00,103.70
53.00,55.00,64.00,81.80
43.00,24.00,41.00,49.50
88.00,48.00,82.00,99.60
98.00,54.00,85.00,107.40
27.00,22.00,53.00,50.90
38.00,86.00,55.00,87.40
81.00,83.00,42.00,91.00
80.00,66.00,33.00,76.80
96.00,45.00,69.00,92.70
68.00,46.00,99.00,102.80
28.00,24.00,44.00,46.80
99.00,34.00,37.00,68.90
84.00,32.00,40.00,65.20
76.00,78.00,64.00,100.20
37.00,54.00,93.00,93.90
89.00,93.00,26.00,88.80
49.00,39.00,29.00,51.60
98.00,82.00,84.00,120.80
91.00,94.00,84.00,124.70
49.00,32.00,46.00,58.30
30.00,33.00,91.00,80.10
46.00,95.00,66.00,100.90
75.00,56.00,65.00,89.50
90.00,30.00,82.00,91.20
81.00,67.00,44.00,84.20
40.00,79.00,27.00,67.70
29.00,43.00,24.00,44.60
71.00,61.00,76.00,97.40
87.00,58.00,92.00,110.30
33.00,96.00,37.00,80.10
88.00,38.00,26.00,61.00
64.00,28.00,87.00,85.40
30.00,74.00,38.00,68.80
83.00,100.00,62.00,112.10
95.00,28.00,91.00,97.10
77.00,57.00,98.00,110.40
58.00,35.00,74.00,79.30
44.00,39.00,56.00,66.30
79.00,94.00,82.00,119.90
59.00,36.00,37.00,57.90
72.00,23.00,71.00,75.70
29.00,86.00,38.00,74.50
24.00,60.00,85.00,88.20
41.00,61.00,49.00,72.20
69.00,31.00,46.00,63.80
60.00,89.00,37.00,84.70
23.00,50.00,41.00,56.50
21.00,91.00,89.00,105.20
41.00,38.00,79.00,78.70
48.00,30.00,77.00,75.60
49.00,27.00,99.00,87.60
25.00,94.00,92.00,109.70
98.00,23.00,97.00,99.10
76.00,44.00,69.00,86.20
28.00,42.00,78.00,76.20
90.00,70.00,25.00,77.00
78.00,85.00,50.00,95.90
80.00,20.00,93.00,89.80
20.00,97.00,37.00,76.70
40.00,91.00,42.00,82.70
50.00,98.00,82.00,113.20
100.00,63.00,60.00,97.50
29.00,36.00,27.00,42.90
89.00,31.00,60.00,78.20
20.00,35.00,35.00,44.50
53.00,24.00,53.00,59.70
42.00,59.00,52.00,73.30
49.00,36.00,61.00,69.30
78.00,91.00,31.00,87.50
98.00,35.00,64.00,85.30
85.00,68.00,34.00,79.90
72.00,73.00,32.00,77.30
80.00,31.00,61.00,76.10
71.00,81.00,29.00,79.20
46.00,71.00,44.00,75.70
77.00,45.00,100.00,105.60
57.00,89.00,71.00,104.20
37.00,61.00,26.00,57.20
36.00,71.00,75.00,91.30
34.00,89.00,22.00,67.90
99.00,36.00,99.00,107.10
21.00,74.00,66.00,82.90
56.00,93.00,81.00,111.90
88.00,74.00,74.00,107.80
48.00,50.00,98.00,98.20
75.00,94.00,54.00,101.90
96.00,85.00,35.00,92.30
33.00,70.00,71.00,87.50
99.00,48.00,28.00,70.50
99.00,50.00,44.00,81.10
24.00,54.00,36.00,55.80
58.00,70.00,73.00,96.20
67.00,67.00,76.00,99.20
53.00,51.00,100.00,101.40
25.00,56.00,79.00,82.90
20.00,79.00,29.00,62.90
33.00,68.00,99.00,103.30
95.00,63.00,95.00,117.00
26.00,60.00,64.00,76.20
66.00,26.00,89.00,86.20
66.00,97.00,91.00,122.90
37.00,38.00,48.00,58.90
60.00,71.00,87.00,105.70
64.00,88.00,56.00,96.80
59.00,57.00,55.00,79.20
35.00,33.00,100.00,87.00
22.00,52.00,78.00,79.40
85.00,23.00,44.00,63.40
91.00,86.00,72.00,113.50
91.00,93.00,83.00,123.60
70.00,30.00,71.00,78.60
95.00,69.00,21.00,75.60
48.00,25.00,22.00,40.10
99.00,93.00,46.00,103.80
54.00,63.00,33.00,67.50
94.00,63.00,88.00,112.50
45.00,95.00,76.00,106.60
90.00,67.00,54.00,92.90
46.00,93.00,97.00,118.50
100.00,26.00,96.00,100.60
95.00,30.00,53.00,75.30
71.00,89.00,54.00,98.20
39.00,64.00,99.00,103.10
91.00,94.00,32.00,93.50
21.00,86.00,67.00,89.50
72.00,72.00,91.00,112.20
71.00,25.00,85.00,84.80
28.00,25.00,93.00,76.70
42.00,37.00,97.00,89.30
63.00,32.00,87.00,87.10
35.00,58.00,90.00,93.50
69.00,25.00,86.00,84.80
91.00,35.00,29.00,62.20
96.00,23.00,54.00,72.70
28.00,81.00,80.00,96.90
96.00,72.00,86.00,116.40
90.00,28.00,50.00,71.00
72.00,69.00,91.00,110.70
38.00,49.00,36.00,57.50
41.00,89.00,52.00,88.00
90.00,36.00,86.00,96.60
35.00,60.00,87.00,92.70
27.00,69.00,54.00,75.00
45.00,23.00,30.00,43.00
90.00,78.00,20.00,78.00
98.00,94.00,39.00,99.80
87.00,94.00,83.00,122.90
79.00,92.00,46.00,97.30
69.00,78.00,65.00,98.70
67.00,75.00,58.00,92.40
57.00,45.00,32.00,58.80
93.00,86.00,56.00,104.50
76.00,44.00,64.00,83.20
31.00,67.00,64.00,81.20
53.00,69.00,34.00,70.80
54.00,53.00,94.00,99.10
79.00,87.00,76.00,112.80
71.00,44.00,60.00,79.30
35.00,99.00,48.00,88.80
30.00,91.00,20.00,66.50
87.00,55.00,48.00,82.40
42.00,62.00,62.00,80.80
39.00,31.00,79.00,74.60
85.00,40.00,63.00,83.30
49.00,59.00,64.00,82.60
83.00,47.00,61.00,85.00
99.00,32.00,28.00,62.50
51.00,84.00,62.00,94.50
88.00,100.00,79.00,123.80
85.00,53.00,98.00,110.80
50.00,33.00,100.00,91.50
26.00,64.00,61.00,76.40
100.00,95.00,42.00,102.70
67.00,52.00,99.00,105.50
37.00,83.00,70.00,94.60
71.00,49.00,63.00,83.60
61.00,65.00,85.00,101.80
20.00,31.00,96.00,79.10
72.00,87.00,89.00,118.50
77.00,94.00,100.00,130.10
21.00,100.00,37.00,78.50
84.00,90.00,73.00,114.00
39.00,58.00,63.00,78.50
37.00,23.00,90.00,76.60
87.00,72.00,41.00,86.70
31.00,59.00,83.00,88.60
60.00,61.00,66.00,88.10
27.00,59.00,66.00,77.20
94.00,50.00,23.00,67.00
73.00,26.00,70.00,76.90
67.00,20.00,82.00,79.30
22.00,55.00,85.00,85.10
36.00,42.00,24.00,46.20
84.00,42.00,57.00,80.40
78.00,69.00,34.00,78.30
73.00,31.00,67.00,77.60
30.00,23.00,41.00,45.10
52.00,87.00,41.00,83.70
100.00,91.00,41.00,100.10
57.00,94.00,39.00,87.50
32.00,79.00,55.00,82.10
94.00,99.00,39.00,101.10
51.00,35.00,66.00,72.40
62.00,66.00,70.00,93.60
41.00,49.00,73.00,80.60
70.00,51.00,93.00,102.30
40.00,27.00,81.00,74.10
60.00,65.00,42.00,75.70
69.00,69.00,55.00,88.20
85.00,98.00,29.00,91.90
61.00,23.00,70.00,71.80
20.00,34.00,66.00,62.60
42.00,76.00,70.00,92.60
22.00,67.00,95.00,97.10
45.00,57.00,52.00,73.20
97.00,35.00,93.00,102.40
56.00,87.00,62.00,97.50
37.00,25.00,32.00,42.80
79.00,29.00,60.00,74.20
96.00,22.00,91.00,94.40
26.00,29.00,95.00,79.30
25.00,80.00,74.00,91.90
79.00,88.00,60.00,103.70
60.00,86.00,73.00,104.80
91.00,22.00,93.00,94.10
95.00,90.00,23.00,87.30
78.00,45.00,85.00,96.90
53.00,87.00,92.00,114.60
72.00,53.00,81.00,96.70
97.00,20.00,38.00,61.90
93.00,77.00,60.00,102.40
48.00,74.00,95.00,108.40
37.00,48.00,98.00,93.90
86.00,47.00,68.00,90.10
40.00,80.00,76.00,97.60
75.00,48.00,42.00,71.70
96.00,80.00,52.00,100.00
40.00,26.00,72.00,68.20
62.00,20.00,40.00,52.60
73.00,72.00,89.00,111.30
66.00,67.00,93.00,109.10
56.00,55.00,62.00,81.50
39.00,82.00,66.00,92.30
23.00,98.00,29.00,73.30
73.00,63.00,60.00,89.40
76.00,39.00,64.00,80.70
76.00,28.00,63.00,74.60
82.00,88.00,76.00,114.20
79.00,28.00,68.00,78.50
81.00,80.00,85.00,115.30
35.00,67.00,62.00,81.20
63.00,97.00,68.00,108.20
39.00,40.00,71.00,74.30
94.00,76.00,95.00,123.20
64.00,58.00,58.00,83.00
42.00,28.00,92.00,81.80
79.00,49.00,72.00,91.40
83.00,83.00,55.00,99.40
73.00,80.00,58.00,96.70
30.00,44.00,91.00,85.60
85.00,45.00,35.00,69.00
72.00,95.00,96.00,126.70
67.00,100.00,64.00,108.50
46.00,76.00,36.00,73.40
36.00,24.00,58.00,57.60
57.00,54.00,50.00,74.10
39.00,79.00,73.00,95.00
49.00,62.00,31.00,64.30
61.00,56.00,40.00,70.30
75.00,93.00,68.00,109.80
65.00,55.00,95.00,104.00
63.00,53.00,88.00,98.20
28.00,24.00,60.00,56.40
27.00,82.00,76.00,94.70
50.00,35.00,48.00,61.30
47.00,60.00,92.00,99.30
62.00,30.00,43.00,59.40
30.00,74.00,100.00,106.00
78.00,42.00,53.00,76.20
